;  CONO DALMATA-helado ; Helado de Miel  ; Heca ; 6,000 ; lt ; 4.400 ; 26.400 ; 264 
 TA12 ; E-TABLITA-Trio de causas-ceviche camaron ; Papas peladas ; Fruton ; 5,000 ; kg ; 1.200 ; 6.000 ; 60 
 TA12 ; E-TABLITA-Trio de causas-ceviche camaron ; Limón ; Fruton ; 4,500 ; kg ; 1.590 ; 7.155 ; 72 
 TA12 ; E-TABLITA-Trio de causas-ceviche camaron ; Ají amarillo fresco ; Fruton ; 0,700 ; kg ; 4.900 ; 3.430 ; 35 
 TA12 ; E-TABLITA-Trio de causas-ceviche camaron ; Camarón 100/200 ; Southwind ; 3,500 ; kg ; 5.300 ; 18.550 ; 186 
 TA12 ; E-TABLITA-Trio de causas-ceviche camaron ; cebolla morada ; Fruton ; 0,400 ; kg ; 690 ; 276 ; 3 
 TA12 ; E-TABLITA-Trio de causas-ceviche camaron ; Cilantro ; Fruton ; 0,400 ; kg ; 1.980 ; 792 ; 8 
 TA12 ; E-TABLITA-Trio de causas-ceviche camaron ; Limon sutil ; Fruton ; 3,000 ; kg ; 2.490 ; 7.470 ; 75 
 vegete ; E-TABLITA-Trio de causas-ceviche camaron-hilos de camote ; Camote amarillo ; Fruton ; 3,000 ; kg ; 890 ; 2.670 ; 27 
 vegete ; E-TABLITA-Trio de causas-ceviche camaron-hilos de camote ; aceite ; Fruton ; 3,000 ; lt ; 3.450 ; 10.350 ; 104 
 TA12 ; E-TABLITA-Trio de causas-ceviche camaron-hilos de camote ; Camote amarillo ; Fruton ; 3,000 ; kg ; 690 ; 2.070 ; 21 
 TA12 ; E-TABLITA-Trio de causas-ceviche camaron-hilos de camote ; aceite ; Fruton ; 3,000 ; lt ; 3.450 ; 10.350 ; 104 
 vegete ; E-TABLITA-Trio de causas-ceviche camaron-salsa de cilantro ; Mayonesa hellmanns  ; Delicias y mas SpA ; 0,500 ; kg ; 3.845 ; 1.923 ; 20 
 vegete ; E-TABLITA-Trio de causas-ceviche camaron-salsa de cilantro ; Cilantro ; Fruton ; 0,300 ; kg ; 2.490 ; 747 ; 8 
 vegete ; E-TABLITA-Trio de causas-ceviche camaron-salsa de cilantro ; espinacas ; Fruton ; 0,100 ; kg ; 1.190 ; 119 ; 2 
 vegete ; E-TABLITA-Trio de causas-ceviche camaron-salsa de cilantro ; limón ; Fruton ; 0,450 ; kg ; 890 ; 401 ; 5 
 TA12 ; E-TABLITA-Trio de causas-ceviche camaron-salsa de cilantro ; Mayonesa hellmanns  ; MIGUEL FARIAS ; 0,500 ; kg ; 3.650 ; 1.825 ; 19 
 TA12 ; E-TABLITA-Trio de causas-ceviche camaron-salsa de cilantro ; Cilantro ; Fruton ; 0,300 ; kg ; 1.980 ; 594 ; 6 
 TA12 ; E-TABLITA-Trio de causas-ceviche camaron-salsa de cilantro ; espinacas ; Fruton ; 0,100 ; kg ; 1.690 ; 169 ; 2 
 TA12 ; E-TABLITA-Trio de causas-ceviche camaron-salsa de cilantro ; limón ; Fruton ; 0,450 ; kg ; 1.590 ; 716 ; 8 
 vegete ; E-TABLITA-Trio de causas-salsa de rocotto ; Mayonesa hellmanns  ; Delicias y mas SpA ; 0,500 ; kg ; 3.845 ; 1.923 ; 20 
 vegete ; E-TABLITA-Trio de causas-salsa de rocotto ; aceite ; Fruton ; 0,700 ; lt ; 3.450 ; 2.415 ; 25 
 vegete ; E-TABLITA-Trio de causas-salsa de rocotto ; ajo ; Comercial Valencia ; 0,100 ; c/u ; 450 ; 45 ; 1 
 vegete ; E-TABLITA-Trio de causas-salsa de rocotto ; Rocotto ; Fruton ; 0,050 ; kg ; 7.992 ; 400 ; 4 
 vegete ; E-TABLITA-Trio de causas-salsa de rocotto ; Limón ; Fruton ; 0,100 ; kg ; 890 ; 89 ; 1 
 TA12 ; E-TABLITA-Trio de causas-salsa de rocotto ; Mayonesa hellmanns  ; MIGUEL FARIAS ; 0,500 ; kg ; 3.650 ; 1.825 ; 19 
 TA12 ; E-TABLITA-Trio de causas-salsa de rocotto ; aceite ; Fruton ; 0,700 ; lt ; 3.450 ; 2.415 ; 25 
 TA12 ; E-TABLITA-Trio de causas-salsa de rocotto ; ajo ; Comercial Valencia ; 0,100 ; c/u ; 450 ; 45 ; 1 
 TA12 ; E-TABLITA-Trio de causas-salsa de rocotto ; Rocotto ; Fruton ; 0,050 ; kg ; 7.992 ; 400 ; 4 
 TA12 ; E-TABLITA-Trio de causas-salsa de rocotto ; Limón ; Fruton ; 0,100 ; kg ; 1.590 ; 159 ; 2 
; E-Tarta de camarones, queso y tomates en masa filo ; Masa filo ; Gastón Castillo ; 2,000 ; kg ; 6.400 ; 12.800 ; 128 
; E-Tarta de camarones, queso y tomates en masa filo ; Mantequilla ; Cabezas y cia ; 0,900 ; kg ; 8.391 ; 7.552 ; 76 
; E-Tarta de camarones, queso y tomates en masa filo ; Aceite ; Fruton ; 0,260 ; lt ; 3.450 ; 897 ; 9 
; E-Tarta de camarones, queso y tomates en masa filo ; Camarón 26/30 ; Cero Pacifico ; 5,400 ; kg ; 7.400 ; 39.960 ; 400 
; E-Tarta de camarones, queso y tomates en masa filo ; Tomate ; Fruton ; 20,000 ; kg ; 1.490 ; 29.800 ; 298 
; E-Tarta de camarones, queso y tomates en masa filo ; Aceite de oliva ; Arasil ; 0,400 ; lt ; 5.782 ; 2.313 ; 24 
; E-Tarta de camarones, queso y tomates en masa filo ; Aceite ; Fruton ; 0,200 ; lt ; 3.450 ; 690 ; 7 
; E-Tarta de camarones, queso y tomates en masa filo ; Tomillo fresco ; Fruton ; 1,000 ; atado ; 1.390 ; 1.390 ; 14 
; E-Tarta de camarones, queso y tomates en masa filo ; Queso de cabra ; artisan ; 2,500 ; kg ; 17.444 ; 43.610 ; 437 
; E-Tarta de camarones, queso y tomates en masa filo ; Queso mantecoso ; artisan ; 2,800 ; kg ; 9.160 ; 25.648 ; 257 
; E-Tarta de camarones, queso y tomates en masa filo ; Pesto ; Delicias y mas SpA ; 1,000 ; kg ; 20.468 ; 20.468 ; 205 
; E-Tarta de camarones, queso y tomates en masa filo-alcachofa frita ; Alcachofa corazón ; Cosecha verde ; 10,000 ; kg ; 2.157 ; 21.570 ; 216 
; E-Tarta de camarones, queso y tomates en masa filo-alcachofa frita ; Harina ; Delicias y mas SpA ; 0,500 ; kg ; 1.300 ; 650 ; 7 
; E-Tarta de camarones, queso y tomates en masa filo-alcachofa frita ; Aceite ; Fruton ; 2,000 ; lt ; 3.450 ; 6.900 ; 69 
; E-Tarta de camarones, queso y tomates en masa filo-lechuga ; Grand rapid ; Jardin del Chef ; 1,200 ; kg ; 4.200 ; 5.040 ; 51 
; E-Tarta de camarones, queso y tomates en masa filo-lechuga ; Grand rapid ; Jardin del Chef ; 1,200 ; kg ; 4.200 ; 5.040 ; 51 
; E-Tarta de camarones, queso y tomates en masa filo-lechuga ; Lechuga lollo rossa ; Fruton ; 1,200 ; kg ; 490 ; 588 ; 6 
; E-Tarta de camarones, queso y tomates en masa filo-salsa de tomate ; Crema ; Cabezas y cia ; 2,500 ; lt ; 3.721 ; 9.303 ; 94 
; E-Tarta de camarones, queso y tomates en masa filo-salsa de tomate ; Concentrado de tomate ; Delicias y mas SpA ; 0,400 ; kg ; 6.390 ; 2.556 ; 26 
; E-Tarta de champiñones  ; Masa de hoja ; Gastón Castillo ; 4,000 ; kg ; 5.780 ; 23.120 ; 232 
; E-Tarta de champiñones  ; Harina ; Delicias y mas SpA ; 0,600 ; kg ; 1.300 ; 780 ; 8 
; E-Tarta de champiñones  ; Champiñon granel ; Protier ; 4,000 ; kg ; 6.400 ; 25.600 ; 256 
; E-Tarta de champiñones  ; Aceite de oliva ; Arasil ; 0,200 ; lt ; 5.782 ; 1.156 ; 12 
; E-Tarta de champiñones  ; Mantequilla ; Cabezas y cia ; 0,250 ; kg ; 8.391 ; 2.098 ; 21 
; E-Tarta de champiñones  ; Vino blanco en caja 2 lt ; CCU ; 0,150 ; caja ; 1.303 ; 195 ; 2 
; E-Tarta de champiñones  ; Crema ; Cabezas y cia ; 3,000 ; lt ; 3.721 ; 11.163 ; 112 
; E-Tarta de champiñones  ; Queso parmesano en trozo ; Don Jaime ; 0,800 ; kg ; 12.524 ; 10.019 ; 101 
 NUEVO ; E-TARTAR DE PESCADO NIKKEI ( CW) ; brote de betarraga ; Agromarket ; 0,300 ; kg ; 890 ; 267 ; 3 
 NUEVO ; E-TARTAR DE PESCADO NIKKEI ( CW)-EMULSION DE PALTA ; Palta hass ; Palta royal ; 4,000 ; kg ; 4.000 ; 16.000 ; 160 
 NUEVO ; E-TARTAR DE PESCADO NIKKEI ( CW)-EMULSION DE PALTA ; yoghurt ; Delicias y mas SpA ; 3,000 ; lt ; 3.015 ; 9.045 ; 91 
 NUEVO ; E-TARTAR DE PESCADO NIKKEI ( CW)-EMULSION DE PALTA ; aceite ; Fruton ; 0,500 ; lt ; 3.450 ; 1.725 ; 18 
 NUEVO ; E-TARTAR DE PESCADO NIKKEI ( CW)-TARTARO ; corvina ; Vallenar alto ; 16,000 ; kg ; 6.950 ; 111.200 ; 1.112 
 NUEVO ; E-TARTAR DE PESCADO NIKKEI ( CW)-TARTARO ; cebolla morada ; Fruton ; 3,000 ; kg ; 690 ; 2.070 ; 21 
 NUEVO ; E-TARTAR DE PESCADO NIKKEI ( CW)-TARTARO ; Cebollín ; Fruton ; 3,000 ; atado ; 1.890 ; 5.670 ; 57 
 NUEVO ; E-TARTAR DE PESCADO NIKKEI ( CW)-TARTARO ; Limon sutil ; Fruton ; 6,000 ; kg ; 2.490 ; 14.940 ; 150 
 NUEVO ; E-TARTAR DE PESCADO NIKKEI ( CW)-TARTARO ; cilantro ; Fruton ; 0,800 ; kg ; 1.980 ; 1.584 ; 16 
 NUEVO ; E-TARTAR DE PESCADO NIKKEI ( CW)-TARTARO ; Aceite de oliva ; Arasil ; 0,500 ; lt ; 5.782 ; 2.891 ; 29 
 NUEVO ; E-TARTAR DE PESCADO NIKKEI ( CW)-TARTARO ; Aceite de sésamo ; Fruton ; 0,200 ; lt ; 18.225 ; 3.645 ; 37 
 NUEVO ; E-TARTAR DE PESCADO NIKKEI ( CW)-TARTARO ; schichimi togarashi ; cambiar ; 0,300 ; kg ; 1 ; 0 ; 1 
 NUEVO ; E-TARTAR DE PESCADO NIKKEI ( CW)-TARTARO ; ajo ; Comercial Valencia ; 3,000 ; c/u ; 450 ; 1.350 ; 14 
 NUEVO ; E-TARTAR DE PESCADO NIKKEI ( CW)-TARTARO ; Jengibre fresco ; Fruton ; 0,300 ; kg ; 2.980 ; 894 ; 9 
 6 ; E-tartaro de ostion y atún…-Arrollados de camaron (3*platito) en platito caudrado ; Masa de Spring roll 25*25 ; Delicias y mas SpA ; 2,700 ; pqte ; 6.290 ; 16.983 ; 170 
 6 ; E-tartaro de ostion y atún…-Arrollados de camaron (3*platito) en platito caudrado ; Huevos ; MIGUEL FARIAS ; 15,000 ; c/u ; 240 ; 3.600 ; 36 
 6 ; E-tartaro de ostion y atún…-Arrollados de camaron (3*platito) en platito caudrado ; papel mantequilla ; cambiar ; 3,000 ; pliego ; 79 ; 237 ; 3 
 6 ; E-tartaro de ostion y atún…-Arrollados de camaron (3*platito) en platito caudrado ; maicena ; Fruton ; 0,300 ; kg ; 1.990 ; 597 ; 6 
 6 ; E-tartaro de ostion y atún…-Arrollados de camaron (3*platito) en platito caudrado ; Camarón 100/200 ; Southwind ; 2,500 ; kg ; 5.300 ; 13.250 ; 133 
 6 ; E-tartaro de ostion y atún…-Arrollados de camaron (3*platito) en platito caudrado ; Ajo ; Comercial Valencia ; 1,000 ; c/u ; 450 ; 450 ; 5 
 6 ; E-tartaro de ostion y atún…-Arrollados de camaron (3*platito) en platito caudrado ; Cebollín ; Fruton ; 6,000 ; atado ; 1.890 ; 11.340 ; 114 
 6 ; E-tartaro de ostion y atún…-Arrollados de camaron (3*platito) en platito caudrado ; Champiñon granel ; Protier ; 2,000 ; kg ; 6.400 ; 12.800 ; 128 
 6 ; E-tartaro de ostion y atún…-Arrollados de camaron (3*platito) en platito caudrado ; Jengibre fresco ; Fruton ; 0,100 ; kg ; 2.980 ; 298 ; 3 
 6 ; E-tartaro de ostion y atún…-Arrollados de camaron (3*platito) en platito caudrado ; Soya ; Delicias y mas SpA ; 1,000 ; lt ; 2.645 ; 2.645 ; 27 
 6 ; E-tartaro de ostion y atún…-Arrollados de camaron (3*platito) en platito caudrado ; Aceite ; Fruton ; 4,000 ; lt ; 3.450 ; 13.800 ; 138 
 6 ; E-tartaro de ostion y atún…-Arrollados de camaron (3*platito)-Salsa Ponzu en pocillo grande ; soya ; Delicias y mas SpA ; 4,000 ; lt ; 2.645 ; 10.580 ; 106 
 6 ; E-tartaro de ostion y atún…-Arrollados de camaron (3*platito)-Salsa Ponzu en pocillo grande ; limón ; Fruton ; 1,500 ; kg ; 1.590 ; 2.385 ; 24 
 6 ; E-tartaro de ostion y atún…-Arrollados de camaron (3*platito)-Salsa Ponzu en pocillo grande ; Ciboulette ; Fruton ; 0,500 ; c/u ; 165 ; 83 ; 1 
 6 ; E-tartaro de ostion y atún…-Arrollados de camaron (3*platito)-Salsa Ponzu en pocillo grande ; Jengibre fresco ; Fruton ; 0,100 ; kg ; 2.980 ; 298 ; 3 
 6 ; E-tartaro de ostion y atún…-tartaro de atún asiático ; Atún congelado en loins ; Cerro Pacifico ; 6,000 ; kg ; 7.900 ; 47.400 ; 474 
 6 ; E-tartaro de ostion y atún…-tartaro de atún asiático ; soya ; Delicias y mas SpA ; 0,500 ; lt ; 2.645 ; 1.323 ; 14 
 6 ; E-tartaro de ostion y atún…-tartaro de atún asiático ; Ciboulette ; Fruton ; 3,000 ; c/u ; 165 ; 495 ; 5 
 6 ; E-tartaro de ostion y atún…-tartaro de atún asiático ; Jengibre fresco ; Fruton ; 0,015 ; kg ; 2.980 ; 45 ; 1 
 6 ; E-tartaro de ostion y atún…-tartaro de atún asiático ; perejil ; Comercial Valencia ; 0,200 ; kg ; 1.980 ; 396 ; 4 
 6 ; E-tartaro de ostion y atún…-tartaro de atún asiático-Deco ; Brote de alfalfa ; Fruton ; 0,200 ; kg ; 7.934 ; 1.587 ; 16 
 6 ; E-tartaro de ostion y atún…-tartaro de ostion y palta ; Ostión sin coral picado ; Southwind ; 7,000 ; kg ; 14.000 ; 98.000 ; 980 
 6 ; E-tartaro de ostion y atún…-tartaro de ostion y palta ; Palta hass ; Palta royal ; 1,500 ; kg ; 4.000 ; 6.000 ; 60 
 6 ; E-tartaro de ostion y atún…-tartaro de ostion y palta ; cebolla morada ; Fruton ; 0,700 ; kg ; 690 ; 483 ; 5 
 6 ; E-tartaro de ostion y atún…-tartaro de ostion y palta ; Limon sutil ; Fruton ; 0,250 ; kg ; 2.490 ; 623 ; 7 
 6 ; E-tartaro de ostion y atún…-tartaro de ostion y palta ; limón ; Fruton ; 2,000 ; kg ; 1.590 ; 3.180 ; 32 
 6 ; E-tartaro de ostion y atún…-tartaro de ostion y palta ; perejil ; Comercial Valencia ; 0,200 ; kg ; 1.980 ; 396 ; 4 
 6 ; E-tartaro de ostion y atún…-tartaro de ostion y palta ; Ciboulette ; Fruton ; 2,000 ; c/u ; 165 ; 330 ; 4 
 6 ; E-tartaro de ostion y atún…-tartaro de ostion y palta ; Jengibre fresco ; Fruton ; 0,015 ; kg ; 2.980 ; 45 ; 1 
 6 ; E-tartaro de ostion y atún…-tartaro de ostion y palta ; Ají amarillo fresco ; Fruton ; 0,500 ; kg ; 4.900 ; 2.450 ; 25 
 6 ; E-tartaro de ostion y atún…-tartaro de ostion y palta ; aji no moto ; Fruton ; 0,100 ; kg ; 1.816 ; 182 ; 2 
 6 ; E-tartaro de ostion y atún…-tartaro de ostion y palta ; Mayonesa hellmanns  ; MIGUEL FARIAS ; 0,200 ; kg ; 3.650 ; 730 ; 8 
 6 ; E-tartaro de ostion y atún…-Verdes en el plato ; Berros ; Comercial Johnson ; 0,250 ; kg ; 10.490 ; 2.623 ; 27 
 6 ; E-tartaro de ostion y atún…-Verdes en el plato ; Lechuga lollo rossa ; Fruton ; 0,300 ; kg ; 490 ; 147 ; 2 
 6 ; E-tartaro de ostion y atún…-Verdes en el plato ; Aceite de oliva ; Arasil ; 0,050 ; lt ; 5.782 ; 289 ; 3 
; E-tartaro de ostion y salmon…-Arrollados (2 en platito cuadrado) ; Masa de Spring roll 25*25 ; Delicias y mas SpA ; 1,800 ; pqte ; 6.290 ; 11.322 ; 114 
; E-tartaro de ostion y salmon…-Arrollados (2 en platito cuadrado) ; Huevos ; MIGUEL FARIAS ; 10,000 ; c/u ; 240 ; 2.400 ; 24 
; E-tartaro de ostion y salmon…-Arrollados (2 en platito cuadrado) ; papel mantequilla ; cambiar ; 2,000 ; pliego ; 79 ; 158 ; 2 
; E-tartaro de ostion y salmon…-Arrollados (2 en platito cuadrado) ; maicena ; Fruton ; 0,200 ; kg ; 1.990 ; 398 ; 4 
; E-tartaro de ostion y salmon…-Arrollados (2 en platito cuadrado) ; Camarón 100/200 ; Southwind ; 1,667 ; kg ; 5.300 ; 8.833 ; 89 
; E-tartaro de ostion y salmon…-Arrollados (2 en platito cuadrado) ; Ajo ; Comercial Valencia ; 0,667 ; c/u ; 450 ; 300 ; 3 
; E-tartaro de ostion y salmon…-Arrollados (2 en platito cuadrado) ; Cebollín ; Fruton ; 4,000 ; atado ; 1.890 ; 7.560 ; 76 
; E-tartaro de ostion y salmon…-Arrollados (2 en platito cuadrado) ; Champiñon granel ; Protier ; 1,333 ; kg ; 6.400 ; 8.533 ; 86 
; E-tartaro de ostion y salmon…-Arrollados (2 en platito cuadrado) ; Jengibre fresco ; Fruton ; 0,067 ; kg ; 2.980 ; 199 ; 2 
; E-tartaro de ostion y salmon…-Arrollados (2 en platito cuadrado) ; Soya ; Delicias y mas SpA ; 0,667 ; lt ; 2.645 ; 1.763 ; 18 
; E-tartaro de ostion y salmon…-Arrollados (2 en platito cuadrado) ; Aceite ; Fruton ; 2,667 ; lt ; 3.450 ; 9.200 ; 92 
; E-tartaro de ostion y salmon…-Deco-Pulpo grillado ; pulpo ; Granja Marina ; 3,500 ; kg ; 16.100 ; 56.350 ; 564 
; E-tartaro de ostion y salmon…-Deco-Pulpo grillado ; Mantequilla ; Cabezas y cia ; 0,200 ; kg ; 8.391 ; 1.678 ; 17 
; E-tartaro de ostion y salmon…-Deco-Pulpo grillado ; Aceite de oliva ; Arasil ; 0,500 ; lt ; 5.782 ; 2.891 ; 29 
; E-tartaro de ostion y salmon…-Dressing menta ; Aceite de oliva ; Arasil ; 0,300 ; lt ; 5.782 ; 1.735 ; 18 
; E-tartaro de ostion y salmon…-Dressing menta ; menta ; Fruton ; 0,003 ; kg ; 3.980 ; 12 ; 1 
; E-tartaro de ostion y salmon…-Dressing menta ; limón ; Fruton ; 0,150 ; kg ; 1.590 ; 239 ; 3 
; E-tartaro de ostion y salmon…-Salsa ponzu ; soya ; Delicias y mas SpA ; 4,000 ; lt ; 2.645 ; 10.580 ; 106 
; E-tartaro de ostion y salmon…-Salsa ponzu ; limón ; Fruton ; 1,500 ; kg ; 1.590 ; 2.385 ; 24 
; E-tartaro de ostion y salmon…-Salsa ponzu ; Ciboulette ; Fruton ; 0,500 ; c/u ; 165 ; 83 ; 1 
; E-tartaro de ostion y salmon…-Salsa ponzu ; Jengibre fresco ; Fruton ; 0,100 ; kg ; 2.980 ; 298 ; 3 
; E-tartaro de ostion y salmon…-tartaro de ostion y palta ; Ostión sin coral picado ; Southwind ; 7,000 ; kg ; 14.000 ; 98.000 ; 980 
; E-tartaro de ostion y salmon…-tartaro de ostion y palta ; Palta hass ; Palta royal ; 1,500 ; kg ; 4.000 ; 6.000 ; 60 
; E-tartaro de ostion y salmon…-tartaro de ostion y palta ; cebolla morada ; Fruton ; 0,700 ; kg ; 690 ; 483 ; 5 
; E-tartaro de ostion y salmon…-tartaro de ostion y palta ; Limon sutil ; Fruton ; 0,250 ; kg ; 2.490 ; 623 ; 7 
; E-tartaro de ostion y salmon…-tartaro de ostion y palta ; limón ; Fruton ; 2,000 ; kg ; 1.590 ; 3.180 ; 32 
; E-tartaro de ostion y salmon…-tartaro de ostion y palta ; perejil ; Comercial Valencia ; 0,200 ; kg ; 1.980 ; 396 ; 4 
; E-tartaro de ostion y salmon…-tartaro de ostion y palta ; Ciboulette ; Fruton ; 2,000 ; c/u ; 165 ; 330 ; 4 
; E-tartaro de ostion y salmon…-tartaro de ostion y palta ; Jengibre fresco ; Fruton ; 0,015 ; kg ; 2.980 ; 45 ; 1 
; E-tartaro de ostion y salmon…-tartaro de ostion y palta ; Ají amarillo fresco ; Fruton ; 0,500 ; kg ; 4.900 ; 2.450 ; 25 
; E-tartaro de ostion y salmon…-tartaro de ostion y palta ; aji no moto ; Fruton ; 0,100 ; kg ; 1.816 ; 182 ; 2 
; E-tartaro de ostion y salmon…-tartaro de ostion y palta ; Mayonesa hellmanns  ; MIGUEL FARIAS ; 0,200 ; kg ; 3.650 ; 730 ; 8 
; E-tartaro de ostion y salmon…-tartaro de salmon asiatico ; Salmón fresco ; Southwind ; 6,000 ; kg ; 11.600 ; 69.600 ; 696 
; E-tartaro de ostion y salmon…-tartaro de salmon asiatico ; soya ; Delicias y mas SpA ; 0,500 ; lt ; 2.645 ; 1.323 ; 14 
; E-tartaro de ostion y salmon…-tartaro de salmon asiatico ; Ciboulette ; Fruton ; 3,000 ; c/u ; 165 ; 495 ; 5 
; E-tartaro de ostion y salmon…-tartaro de salmon asiatico ; Jengibre fresco ; Fruton ; 0,015 ; kg ; 2.980 ; 45 ; 1 
; E-tartaro de ostion y salmon…-tartaro de salmon asiatico ; perejil ; Comercial Valencia ; 0,200 ; kg ; 1.980 ; 396 ; 4 
; E-tartaro de ostion y salmon…-Verdes en el plato ; Berros ; Comercial Johnson ; 1,000 ; kg ; 10.490 ; 10.490 ; 105 
; E-tartaro de ostion y salmon…-Verdes en el plato ; Lechuga lollo rossa ; Fruton ; 1,000 ; kg ; 490 ; 490 ; 5 
 1 ; E-tartaro de wayu ; posta rosada de wagyu ; Pallet Steak ; 13,000 ; kg ; 7.998 ; 103.974 ; 1.040 
 1 ; E-tartaro de wayu ; Pepinillos ; Fruton ; 1,500 ; kg ; 3.980 ; 5.970 ; 60 
 1 ; E-tartaro de wayu ; cebolla ; Fruton ; 1,500 ; kg ; 690 ; 1.035 ; 11 
 1 ; E-tartaro de wayu ; cilantro ; Fruton ; 0,500 ; kg ; 1.980 ; 990 ; 10 
 1 ; E-tartaro de wayu ; ajo ; Comercial Valencia ; 2,000 ; c/u ; 450 ; 900 ; 9 
 1 ; E-tartaro de wayu ; Mostaza Dijon ; Delicias y mas SpA ; 0,250 ; kg ; 6.715 ; 1.679 ; 17 
 1 ; E-tartaro de wayu ; Ají Tabasco ; Fruton ; 0,500 ; frasco ; 3.800 ; 1.900 ; 19 
 1 ; E-tartaro de wayu ; vinagre de jerez ; Delicias y mas SpA ; 1,000 ; botella ; 2.990 ; 2.990 ; 30 
 1 ; E-tartaro de wayu ; Limon sutil ; Fruton ; 3,000 ; kg ; 2.490 ; 7.470 ; 75 
 1 ; E-tartaro de wayu-champiñones ; Champiñones Royal ; Protier ; 4,000 ; kg ; 6.500 ; 26.000 ; 260 
 1 ; E-tartaro de wayu-champiñones ; Champiñones portobello ; Fruton ; 3,000 ; kg ; 9.800 ; 29.400 ; 294 
 1 ; E-tartaro de wayu-champiñones ; Champiñon Ostra ; Fruton ; 3,000 ; kg ; 12.900 ; 38.700 ; 387 
 1 ; E-tartaro de wayu-champiñones ; Tomillo fresco ; Fruton ; 0,250 ; atado ; 1.390 ; 348 ; 4 
 1 ; E-tartaro de wayu-champiñones ; Mantequilla ; Cabezas y cia ; 0,700 ; kg ; 8.391 ; 5.874 ; 59 
 1 ; E-tartaro de wayu-champiñones ; Vino blanco en caja 2 lt ; CCU ; 0,500 ; caja ; 1.303 ; 652 ; 7 
 1 ; E-tartaro de wayu-Deco-Aceite verde ; aceite ; Fruton ; 0,200 ; lt ; 3.450 ; 690 ; 7 
 1 ; E-tartaro de wayu-Deco-Aceite verde ; perejil ; Comercial Valencia ; 0,200 ; kg ; 1.980 ; 396 ; 4 
 1 ; E-tartaro de wayu-Deco-BAGUETTE ; Pan Baguette ; Deli Meals ; 4,000 ; c/u ; 924 ; 3.696 ; 37 
 1 ; E-tartaro de wayu-Deco-BAGUETTE ; Aceite de oliva ; Arasil ; 0,200 ; lt ; 5.782 ; 1.156 ; 12 
 1 ; E-tartaro de wayu-Deco-BAGUETTE ; Tomillo fresco ; Fruton ; 0,250 ; atado ; 1.390 ; 348 ; 4 
 1 ; E-tartaro de wayu-Deco-Dressing de miel y naranja ; Aceite de oliva ; Arasil ; 0,300 ; lt ; 5.782 ; 1.735 ; 18 
 1 ; E-tartaro de wayu-Deco-Dressing de miel y naranja ; Miel ; Fruton ; 0,050 ; kg ; 3.980 ; 199 ; 2 
 1 ; E-tartaro de wayu-Deco-Dressing de miel y naranja ; Vinagre balsámico ; A Y R ; 0,300 ; botella ; 2.000 ; 600 ; 6 
 1 ; E-tartaro de wayu-Deco-Dressing de miel y naranja ; Naranjas jugo ; Comercial Valencia ; 0,200 ; kg ; 1.690 ; 338 ; 4 
 1 ; E-tartaro de wayu-Deco-Huevos de codorniz ; huevos de codorniz ; Fruton ; 52,000 ; c/u ; 166 ; 8.632 ; 87 
 1 ; E-tartaro de wayu-Verdes en pocillo triangular ; Rucula ; Comercial Johnson ; 0,600 ; kg ; 11.765 ; 7.059 ; 71 
 1 ; E-tartaro de wayu-Verdes en pocillo triangular ; red mustard ; BioInvest ; 0,600 ; kg ; 9.800 ; 5.880 ; 59 
 1 ; E-tartaro de wayu-Verdes en pocillo triangular ; mizuna ; Fruton ; 0,600 ; kg ; 3.980 ; 2.388 ; 24 
 1 ; E-tartaro de wayu-Verdes en pocillo triangular ; Aceite de oliva ; Arasil ; 0,100 ; lt ; 5.782 ; 578 ; 6 
; E-Terrina de salmon fresco, ahumado, queso crema y albahaca ; Salmón fresco ; Southwind ; 3,600 ; kg ; 11.600 ; 41.760 ; 418 
; E-Terrina de salmon fresco, ahumado, queso crema y albahaca ; salmón ahumado ; Southwind ; 2,000 ; kg ; 18.500 ; 37.000 ; 370 
; E-Terrina de salmon fresco, ahumado, queso crema y albahaca ; Queso crema ; Delicias y mas SpA ; 2,500 ; kg ; 6.961 ; 17.403 ; 175 
; E-Terrina de salmon fresco, ahumado, queso crema y albahaca ; Crema ; Cabezas y cia ; 1,500 ; lt ; 3.721 ; 5.582 ; 56 
; E-Terrina de salmon fresco, ahumado, queso crema y albahaca ; colapez ; Chile Distribución ; 14,000 ; hojas ; 79 ; 1.106 ; 12 
; E-Terrina de salmon fresco, ahumado, queso crema y albahaca ; Albahaca fresca ; Fruton ; 1,200 ; kg ; 4.980 ; 5.976 ; 60 
; E-Terrina de salmon fresco, ahumado, queso crema y albahaca ; pesto ; Delicias y mas SpA ; 1,000 ; kg ; 20.468 ; 20.468 ; 205 
 NUEVO ; E-TIRADITO DE SALMON CON REDUCCION DE LATE HARVEST ( VDM) ; soya ; Delicias y mas SpA ; 1,000 ; lt ; 2.645 ; 2.645 ; 27 
 NUEVO ; E-TIRADITO DE SALMON CON REDUCCION DE LATE HARVEST ( VDM) ; Salmón fresco ; Southwind ; 14,000 ; kg ; 11.600 ; 162.400 ; 1.624 
 NUEVO ; E-TIRADITO DE SALMON CON REDUCCION DE LATE HARVEST ( VDM) ; Palta hass ; Palta royal ; 5,000 ; kg ; 4.000 ; 20.000 ; 200 
